Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
2315680,ST. JOHN FISHER,ST. JOHN FISHER,3076641,School,Risk 1 (High),10200 S WASHTENAW AVE ,CHICAGO,IL,60655,2019-10-10T00:00:00.000,Canvass Re-Inspection,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED 3-COMPARTMENT DRAINPIPE LEAKING. INSTRUCTED TO REPAIR AND MAINTAIN. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED NO GREASE INTERCEPTOR FOR 3-COMPARTMENT SINK. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN.,41.708040174736645,-87.68922181143849,"{'longitude': '41.708040174736645', 'latitude': '-87.68922181143849'}",,,,,
2315729,WEST TOWN WINE & SPIRITS .,WEST TOWN WINE & SPIRITS,2380171,Grocery Store,Risk 3 (Low),2501-2503 W NORTH AVE ,CHICAGO,IL,60647,2019-10-10T00:00:00.000,Complaint Re-Inspection,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: Inspector Comments: Violation Codes: 2-102.14(O) Inspector Comments: OBSERVED NO SIGNED EMPLOYEES HEALTH POLICIES.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: Inspector Comments: Violation Codes: 2-501.11 Inspector Comments: OBSERVED NO CLEAN-UP POLICY PROCEDURE AND ITEMS FOR VOMITING AND DIARRHEA.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-NO CITATION ISSUED | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: Inspector Comments: Violation Codes: 3-305.14 Inspector Comments: OBSERVED MISSING CEILING TILES AND WALLS IN REAR PREP /DISH WASHING AREA WHERE ICE MACHINE IS LOCATED TO PROTECT FOODS.MUST REPLACE/INSTALL MISSING CEILING TILES AND WALLS SMOOTH AND EASILY CLEANABLE.(PRIORITY FOUNDATION-NO CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Inspector Comments: Violation Codes: 4-501.11 Inspector Comments: MUST REPLACE MISSING FAN GUARD COVERS IN BEER WALK IN COOLER | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: Inspector Comments: Violation Codes: 5-501.17 Inspector Comments: MUST PROVIDE A GARBAGE CAN WITH A LID IN TOILET ROOM | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: nspector Comments: Violation Codes: 6-201.13 Inspector Comments: MUST REPAIR OR REPLACE DAMAGED CEILING IN POOR REPAIR ON SALES FLOOR NEAR FRONT DOOR. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: Inspector Comments: Violation Codes: 6-202.11 Inspector Comments: MUST PROVIDE ADEQUATE LIGHTING IN REAR STORAGE AREA.",41.91018381958202,-87.68972702379838,"{'longitude': '41.91018381958202', 'latitude': '-87.68972702379838'}",,,,,
2315663,POPEYE'S CHICKEN,POPEYE'S CHICKEN,2172561,Restaurant,Risk 1 (High),2556 S CALIFORNIA AVE ,CHICAGO,IL,60608,2019-10-10T00:00:00.000,Canvass,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS, BUT MISSING SOME NECESSARY ITEMS AND DISINFECTANT RATED FOR NOTORIOUS. PRIORITY FOUNDATION 7-38-005, NO CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A RUSTY STORAGE RACK IN THE WALK-IN COOLER, INSTRUCTED TO REMOVE THE RUST/OR REPLACE.",41.844733938666195,-87.69536306670871,"{'longitude': '41.844733938666195', 'latitude': '-87.69536306670871'}",,,,,
2315644,EL RUISENOR AZUL ACADEMY,EL RUISENOR AZUL ACADEMY,2423919,Children's Services Facility,Risk 1 (High),7008-7010 N Western AVE ,CHICAGO,IL,60645,2019-10-10T00:00:00.000,License,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: FOUND LOOSE COLD WATER HANDLE AT 3 COMPARTMENT SINK. MUST REPAIR.,42.008917729121045,-87.69031635620705,"{'longitude': '42.008917729121045', 'latitude': '-87.69031635620705'}",,,,,
2315673,SHERIDAN SHORES CARE & REHAB,SHERIDAN SHORES CARE & REHAB,2205096,Long Term Care,Risk 1 (High),5838 N SHERIDAN RD ,CHICAGO,IL,60660,2019-10-10T00:00:00.000,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND FLOORS NOT CLEAN INSIDE WALK IN COOLER. MUST CLEAN AND SANITIZE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND MISSING LIGHT SHIELD INSIDE DRY STORAGE ROOMS. MUST PROVIDE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND INADEQUATE LIGHT INSIDE WALK IN COOLER. MUST PROVIDE ADDITIONAL LIGHTING.(LED LIGHT FIXTURE ETC.)",41.988468090343,-87.65548501249852,"{'longitude': '41.988468090343', 'latitude': '-87.65548501249852'}",,,,,
2315750,SPORTS BAR WHITE STAR,SPORTS BAR WHITE STAR,24612,,Risk 3 (Low),3049 N CICERO AVE ,CHICAGO,IL,60641,2019-10-10T00:00:00.000,Canvass,Out of Business,,41.93666807129704,-87.74665459887673,"{'longitude': '41.93666807129704', 'latitude': '-87.74665459887673'}",,,,,
2315658,MCDONALD'S,MCDONALD'S,2542078,Restaurant,Risk 2 (Medium),4946 N MILWAUKEE AVE ,CHICAGO,IL,60630,2019-10-10T00:00:00.000,Short Form Complaint,Pass,,41.9706775856096,-87.76342894418006,"{'longitude': '41.9706775856096', 'latitude': '-87.76342894418006'}",,,,,
2315746,FLOYD'S PUB,FLOYD'S PUB,1198178,Restaurant,Risk 1 (High),1944 N OAKLEY AVE ,CHICAGO,IL,60647,2019-10-10T00:00:00.000,Canvass,No Entry,,41.917458568356686,-87.6851026411648,"{'longitude': '41.917458568356686', 'latitude': '-87.6851026411648'}",,,,,
2315701,CASEY MORAN,CASEY MORAN,1044796,Restaurant,Risk 1 (High),3660-3662 N CLARK ST ,CHICAGO,IL,60613,2019-10-10T00:00:00.000,Canvass,No Entry,,41.94873596654509,-87.65792288913369,"{'longitude': '41.94873596654509', 'latitude': '-87.65792288913369'}",,,,,
2315745,ANTICO,ANTICO,2031732,Restaurant,Risk 1 (High),1946 N LEAVITT ST ,CHICAGO,IL,60647,2019-10-10T00:00:00.000,Canvass,No Entry,,41.91755731772555,-87.68266439539492,"{'longitude': '41.91755731772555', 'latitude': '-87.68266439539492'}",,,,,
2315719,TARBOUSH MEDITERRANEAN GRILL,TARBOUSH MEDITERRANEAN GRILL,2354352,Restaurant,Risk 1 (High),1608 W NORTH AVE ,CHICAGO,IL,60622,2019-10-10T00:00:00.000,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: THE PERSON IN CHARGE UNABLE TO PROVIDE EMPLOYEE HEALTH POLICY. INSTRUCTED TO PROVIDE EMPLOYEE HEALTH POLICY. PRIORITY FOUNDATION VIOLATION 7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: THE PERSON IN CHARGE UNABLE TO PROVIDE PROCEDURE FOR EMPLOYEE TO FOLLOW WHEN RESPONDING TO VOMITING AND DIARRHEA EVENTS. INSTRUCTED TO PROVIDE PROCEDURE WITH THE NECESSARY ITEMS. PRIORITY FOUNDATION VIOLATIONS. 7-38-005. NO CITATION ISSUED. | 21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER HOT TEMPERATURES OF TCS FOODS COOKED CHICKEN ON A CONTAINER SITTING ON PREP TABLE IN FRONT PREP AREA WITH INTERNAL TEMPERATURE RANGING BETWEEN 80.7F TO 101.1F. MANAGER IMMEDIATELY AND VOLUNTARILY DISCARDED FOOD APPROXIMATELY 5LBS VALUE OF $60. PRIORITY VIOLATION 7-38-005. CITATION ISSUED.COS | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED IMPROPER DATE MARKING ON TCS FOODS HELD MORE THAN 24 HOURS. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION. 7-38-005. NO CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST PROPERLY LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN THE ORIGINAL CONTAINER. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED A MALE EMPLOYEE WITH NO HAIR RESTRAINT. INSTRUCTED TO PROVIDE ALL EMPLOYEE WITH HAIR RESTRAINTS IN FOOD PREPPING AREAS. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHS STORED ON TOP OF PREP TABLES. INSTRUCTED TO PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE-USE UTENSIL WEAR STORED ON THE FRONT COUNTER WITH THE FOOD CONTACT SURFACE EXPOSED. INSTRUCTED TO INVERT THE SINGLE-USE UTENSILS TO PROTECT THE FOOD CONTACT SURFACE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED FROZEN FOODS STORED IN PLASTIC GROCERY BAGS IN FREEZER. INSTRUCTED TO USE PROPER FOOD GRADE STORAGE BAGS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE GASKET OF THE WALK-IN COOLER DOOR TO BE BROKEN. INSTRUCTED TO REPAIR OR REPLACE THE GASKET ON THE WALK-IN COOLER.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE SHELVES IN THE WALK-IN COOLER TO BE SOILED, AND THE SHELVES IN THE 2 DOOR COOLER IN THE REAR TO BE RUSTED. INSTRUCTED TO CLEAN AND MAINTAIN THE SHELVES IN BOTH AREAS LISTED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE INTERIOR OF THE CHEST FREEZER #2 TO BE SOILED WITH DEBRIS AND FOOD SPLASH. INSTRUCTED TO CLEAN AND MAINTAIN THE CHEST FREEZER #2 TO BE SMOOTH, CLEAN AND EASILY CLEANABLE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW PREVENTION DEVICE ON THE MOP SINK. INSTRUCTED TO PROVIDE A BACK FLOW PREVENTION DEVICE ON THE MOP SINK.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER AND UNNECESSARY ITEMS STORED ON THE FLOOR IN BOTH CLOSETS IN THE REAR. INSTRUCTED TO REMOVE UNNECESSARY ITEMS AND CLEAN BOTH CLOSETS IN THE REAR.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED THE VENT IN THE WOMEN RESTROOM TO HAVE DUST DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN THE VENT IN THE WOMEN RESTROOM. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED CERTIFIED FOOD MANAGERS ON SITE WITHOUT THE ALLERGEN TRAINING. INSTRUCTED THAT ALL CERTIFIED FOOD MANAGERS MUST COMPLETE FOOD ALLERGEN TRAINING.",41.9107340942111,-87.66809336341993,"{'longitude': '41.9107340942111', 'latitude': '-87.66809336341993'}",,,,,
2315715,RESTAURANTE Y TAMALERIA LA BENDICION INC,RESTAURANTE Y TAMALERIA LA BENDICION,2446275,Restaurant,Risk 1 (High),2567 N CICERO AVE ,CHICAGO,IL,60639,2019-10-10T00:00:00.000,Canvass Re-Inspection,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11  OBSERVED NO CLEAN UP SUPPLIES ON THE PREMISES TO RESPOND TO VOMIT AND DIARRHEAL EVENTS. MANAGEMENT INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005. NO CITATION ISSUED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12  NO BACKFLOW PREVENTION DEVICE LOCATED ON THE MOP SINK FAUCET. MANAGEMENT INSTRUCTED TO INSTALL AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17  NO COVERED WASTE RECEPTACLE WAS PROVIDED IN THE WOMEN'S WASHROOM. MANAGEMENT INSTRUCTED TO PROVIDE.",41.92809931574407,-87.74630655430202,"{'longitude': '41.92809931574407', 'latitude': '-87.74630655430202'}",,,,,
2315656,CREME DE LA CREME,CREME DE LA CREME,2216029,Children's Services Facility,Risk 1 (High),2230 N DOMINICK ST ,CHICAGO,IL,60614,2019-10-10T00:00:00.000,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ONSITE. INSTRUCTED TO PROVIDE THE CITY'S HEALTH FORM OR SIMILAR DOCUMENTS USED TO DEMONSTRATE COMPLIANCE. PRIORITY FOUNDATION 7-38-010. NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO CLEAN UP SUPPLIES OR PROCEDURES ONSITE FOR VOMITING OR DIARRHEA EVENTS. INSTRUCTED TO PROVIDE SUPPLIES AND POST PROCEDURES FOR EMPLOYEES TO FOLLOW. PRIORITY FOUNDATION. 7-38-005 NO CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: MUST PROVIDE DATE MARKINGS TO TCS/RTE FOODS, PREPARED ONSITE AND HELD IN COOLERS OVER 24 HRS. INSTRUCTED TO PROVIDE CONSUME BY DATES AND MAINTAIN. PRIORITY FOUNDATION 7-38-005 NO CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WITH COMMON FOOD NAMES; CEREAL, SUGAR, ETC., WHEN FOOD HAS BEEN REMOVED FROM ORIGINAL PACKAGING. INSTRUCTED TO MAINTAIN. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: MUST INVERT DISHES IN THE FOOD PREP AREA TO PREVENT CONTAMINATION. INSTRUCTED TO MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST DETAIL CLEAN DEBRIS FROM FLOOR IN THE ELECTRICAL CLOSET, INSTRUCTED TO MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST CLEAN DUST FROM FILTER IN THE KITCHEN HOOD, INSTRUCTED TO MAINTAIN. ",41.92222025546027,-87.66710345390526,"{'longitude': '41.92222025546027', 'latitude': '-87.66710345390526'}",,,,,
2315662,STANLEY'S,STANLEY'S,15042,Grocery Store,Risk 2 (Medium),1558 N ELSTON AVE ,CHICAGO,IL,60622,2019-10-10T00:00:00.000,Canvass,Out of Business,,41.910574669649414,-87.66223522940446,"{'longitude': '41.910574669649414', 'latitude': '-87.66223522940446'}",,,,,
2315740,GALE STREET INN,GALE STREET INN,39301,Restaurant,Risk 1 (High),4914 N MILWAUKEE AVE ,CHICAGO,IL,60630,2019-10-10T00:00:00.000,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE.INSTRUCTED MANAGEMENT TO CREATE AN EMPLOYEE HEALTH POLICY. PRIORITY FOUNDATION VIOLATION  7-38-010  NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN UP PROCEDURES/KIT ON SITE.INSTRUCTED MANAGEMENT TO CREATE CLEAN UP PROCEDURES/KIT. PRIORITY FOUNDATION VIOLATION 7-38-005 NO CITATION ISSUED | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO EXPOSED AT HAND SINK AT DISHWASHING AREA.INSTRUCTED MANAGEMENT TO INSTALL A EXPOSED HAND SINK AT DISHWASHING AREA. PRIORITY FOUNDATION VIOLATION  7-38-030(c)  NO CITATION ISSUED | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE OR REMINDER ON MENU.INSTRUCTED MANAGEMENT TO PUT A DISCLOSURE  AND REMINDER ON THE MENU. PRIORITY FOUNDATION VIOLATION  7-38-005  NO CITATION ISSUED | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW DEVICES AT ICE MACHINE AND COFFEE MACHINE,INSTRUCTED MANAGEMENT TO INSTALL OR FIND THE BACKFLOW DEVICES AT THE MENTIONED LOCATIONS. CORE VIOLATIONS | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS AT WALL BASE AT DRY STORAGE AREA ARE DIRTY.INSTRUCTED MANAGEMENT TO CLEAN FLOORS AT WALLBASE AT DRY STORAGE AREA. CORE VIOLATION | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED LIGHT SHIELD MISSING FROM LIGHT ADJACENT TO HOT LINE AREA.INSTRUCTED MANAGEMENT TO REPLACE LIGHT SHIELD. CORE VIOLATION | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN CERTIFICATION ON SITE.INSTRUCTED MANAGEMENT TO BECOME ALLERGEN CERTIFIED. CORE VIOLATION",41.97001167825235,-87.76279618588528,"{'longitude': '41.97001167825235', 'latitude': '-87.76279618588528'}",,,,,
2315691,"TAISHA BEAUTY WORLD, LLC","TAISHA BEAUTY WORLD, LLC",2690085,Grocery Store,Risk 2 (Medium),7101 S HALSTED ST ,CHICAGO,IL,60621,2019-10-10T00:00:00.000,License Re-Inspection,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NO CITY OF CHICAGO FOOD SERVICE MANAGER CERTIFICATE ON SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION 7-38-012 | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: NO 3 COMPARTMENT SINK TO WASH, RINSE AND SANITIZE. INSTRUCTED TO INSTALL AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-025 ( A HAND WASHING SINK MUST BE AVAILABLE IN THE DISHWASHING AREA AND IT  MUST BE PROPERLY PROTECTED) | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO SERVICE SINK ON THE PREMISES AT TIME OF INSPECTION. INSTRUCTED TO INSTALL AND MAINTAIN  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TOILET ROOM ON SITE INCOMPLETE (PLUMBING NOT FINISHED) MUST PROVIDE A TOILET ROOM WITH HOT AND COLD RUNNING WATER, HAND SOAP AND PAPER TOWELS, A TOILET THAT IS FUNCTIONING PROPERLY AND PLUMBING THAT PROPERLY DRAINS. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET ROOM NOT COMPLETELY ENCLOSED, SHALL INSTALL MISSING DRY WALL AND INSTALL CEILING. AND MAINTAIN | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NO SELF CLOSING DOOR ON THE TOILET ROOM LOCATED IN THE CUSTOMER SERVICE AREA. INSTRUCTED TO PROVIDE AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER IN THE TOILET ROOM. INSTRUCTED TO REMOVE AND MAINTAIN | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NO VENTILATION IN THE TOILET ROOM. INSTRUCTED TO INSTALL AND MAINTAIN",41.76511411493335,-87.6442637860046,"{'longitude': '41.76511411493335', 'latitude': '-87.6442637860046'}",,,,,
2315761,DONA CHELA RESTAURANT,DONA CHELA RESTAURANT,2134033,Restaurant,Risk 1 (High),2158 W 23RD ST ,CHICAGO,IL,60608,2019-10-10T00:00:00.000,Canvass,No Entry,,41.850399240651626,-87.68057158857074,"{'longitude': '41.850399240651626', 'latitude': '-87.68057158857074'}",,,,,
2315748,ESTRELLA BLANCA,ESTRELLA BLANCA,2093760,Restaurant,Risk 3 (Low),3049 N CICERO AVE ,CHICAGO,IL,60641,2019-10-10T00:00:00.000,Canvass,Out of Business,,41.93666807129704,-87.74665459887673,"{'longitude': '41.93666807129704', 'latitude': '-87.74665459887673'}",,,,,
2315720,HARMONY RESTAURANT,HARMONY RESTAURANT,61757,Restaurant,Risk 1 (High),6525 W ARCHER AVE ,CHICAGO,IL,60638,2019-10-10T00:00:00.000,Complaint,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 4 LIVE ROACHES CRAWLING ON FLOOR AND ON WALL INBETWEEN WOK STATION AND UPRIGHT COOLER. INSTD TO  REMOVE AND ELIMINATE ALL ROACHES, CLEAN AND SANITIZE AFFECTED AREAS AND HAVE UPDATED PEST CONTROL SERVICE. CITATION ISSUED 7-38-020(A). PRIORITY FOUNDATION | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL COOKING EQUIPMENT, ENTIRE WOK STATION, ALL ATTACHED DRIP TRAYS, INBETWEEN WALLS AND WOK STATION, INBETWEEN FRYERS AND INBETWEEN PREP TABLES, ENCRUSTED WITH GREASE AND FOOD DEBRIS. INSTD TO CLEAN AND MAINTAIN ALL. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WALLS THROUGH OUT PREP AREA AND INTERIOR OF HOOD ABOVE COOKING LINE NOT CLEAN, EXCESSIVE ACCUMULATION OF GREASE, DUST AND DEBRIS. INSTD TO CLEAN AND MAINTAIN SURFACE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: SEE 60 | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM 4/29/19 REPORT 2285942 NOT CORRECTED.  10 MISSING HANDWASH SIGNAGE AT ALL HANDWASH SINKS INCLUDING HANDWASH SINKS IN TOILET ROOMS. INSTD TO PROVIDE AND MAINTAIN. 37 DRY STORAGE CONTAINERS NOT LABELED. INSTD TO LABEL AND MAINTAIN WITH COMMON NAME.  41   WIPING CLOTHS NOT STORED IN SANITIZING SOLUTION. INSTD TO STORE PROPERLY AT ALL TIMES. -    43  KNIVES IMPROPERLY STORED INBETWEEN PREP TABLES AND COOLERS. INSTD TO STORE IN DESIGNATED AREA. -    45  SINGLE SERVICE ARTICLES (TAKE OUT CONTAINERS, CHOPSTICKS, ETC)IMPROPERLY STORED ON SHELVES IN DISHMACHINE AREA. INSTD TO STORE IN CLEAN, DRY LOCATION WHERE THEY ARE NOT EXPOSED TO SPLASH, DUST, OR OTHER CONTAMINATION. -    49  EXTERIOR SURFACES ON DISHMACHINE WITH EXCESSIVE LIME/CALCIUM BUILD UP. INSTD TO CLEAN AND MAINTAIN. INTERIOR OF ALL FREEZERS WITH EXCESSIVE ICE BUILD UP. INSTD TO CLEAN AND MAINTAIN. INTERIOR OF WALK IN COOLER ON WALLS AND CEILINGS WITH EXCESSIVE DUST, BLACK MOLD LIKE SUBSTANCE. INSTD TO REMOVE AND MAINTAIN CLEAN SURFACES. -    53 HANDWASH SINK AND TOILET IN BASEMENT EMPLOYEE TOILET ROOM NOT CLEAN. INSTD TO CLEAN AND MAINTAIN.   55   WALLS IN MENS TOILET ROOM NOT CLEAN. INSTD TO CLEAN AND MAINTAIN. FLOOR THROUGH OUT UNDER AND BEHIND WOK LINE AND FRYERS WITH EXCESSIVE GREASE BUILD UP. INSTD TO CLEAN AND MAINTAIN ALL SURFACES-    58 MISSING ALLERGEN TRAINING AS REQUIRED FOR ALL CITY OF CHICAGO CERTIFIED FOOD MANAGERS. INSTD TO OBTAIN AND MAINTAIN VERIFICATION. -    CITATION ISSUED 7-42-090 PRIORITY FOUNDATION.",41.792163848654795,-87.78540566160221,"{'longitude': '41.792163848654795', 'latitude': '-87.78540566160221'}",,,,,
2315647,GWENDOLYN BROOKS PREP,GWENDOLYN BROOKS PREP,47051,School,Risk 1 (High),250 E 111th St (1100S) ,CHICAGO,IL,60628,2019-10-10T00:00:00.000,Canvass Re-Inspection,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO HAND WASHING SINK IN FOOD SERVING AREA. INSTRUCTED MANAGER TO INSTALL HAND WASHING SINK WITH HOT AND COLD RUNNING WATER, SOAP AND PAPER TOWELS IN FOOD SERVING AREA. PRIORITY FOUNDATION  | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED SLIGHT BUILD-UP AT INSIDE UPPER PANEL OF ICE MACHINE. MUST REPAIR | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: COLD WATER IN POOR REPAIR AT HANDSINK IN CANTEEN ROOM. MUST REPAIR TO PROVIDE COLD WATER",41.692789557542376,-87.61638143811511,"{'longitude': '41.692789557542376', 'latitude': '-87.61638143811511'}",,,,,
2315676,FOODA - 200 S MICHIGAN,FOODA - 200 S MICHIGAN,2694080,Pop-Up Establishment Host-Tier II,Risk 2 (Medium),200 S MICHIGAN AVE ,CHICAGO,IL,60604,2019-10-10T00:00:00.000,License,Pass,,41.87948932869769,-87.6244981249339,"{'longitude': '41.87948932869769', 'latitude': '-87.6244981249339'}",,,,,
2315651,GATEWAY FOUNDATION RESIDENTIAL,GATEWAY FOUNDATION RESIDENTIAL,70744,Restaurant,Risk 1 (High),3828 W TAYLOR ST ,CHICAGO,IL,60624,2019-10-10T00:00:00.000,Canvass Re-Inspection,Pass,,41.869086176523,-87.72140543532703,"{'longitude': '41.869086176523', 'latitude': '-87.72140543532703'}",,,,,
